kode_rs,nama_unit,alamat,telp,prov,lat,lng
3174453,RS Umum Cinta Kasih Tzu Chi,JL. KAMAL RAYA OUTER RING ROAD CENGKARENG,02155963680,Dki Jakarta,-6.1320319,106.7370946
3174522,RS Umum Ciputra Hospital Citragarden City,"Jl Boulevard Citra 5 Blok G1 No1 CitraGarden City 5,  ",,Dki Jakarta,-6.1232586,106.7028049
3172758,RS Umum Columbia Asia Pulomas,Jl. Kayu Putih Raya No. 1,02129459999,Dki Jakarta,-6.181791967099639,106.89118836476518
3175413,RS Umum Daerah  Pademangan,Jl. Budi Mulia Raya No.2 Pademangan Barat,081317895868,Dki Jakarta,-6.132796,106.840253
3173700,RS Umum Daerah Cempaka Putih,Jl.Rawasari Selatan No1,088211510697,Dki Jakarta,-6.184811500103968,106.87240476476516
3174074,RS Umum Daerah Cengkareng,Jl.Kamal Raya Bumi Cengkareng Indah Cengkareng Timur,02154372874,Dki Jakarta,-6.1427,106.735
3175414,RS Umum Daerah Cilincing,"Jl. Madya Kebantenan Nomor 4, Semper Timur, Cilincing",08118752889,Dki Jakarta,-2.4185588,108.4919086
3172762,RS Umum Daerah Ciracas,"Jalan Lapangan Tembak Cibubur 1 , Kecamatan Ciracas",0218711189,Dki Jakarta,-6.2868755,106.8447334
3171792,RS Umum Daerah Jagakarsa,"Jl. Moh. Kahfi  I No.27A, Kecamatan Jagakarsa Jakarta Selatan",02178882455,Dki Jakarta,-6.316187345157357,106.81133252488405
3171800,RS Umum Daerah Jati Padang,Jl. Raya Ragunan No. 16 dan 17,02122784477,Dki Jakarta,-6.285537,106.842260
3173701,RS Umum Daerah Johar Baru,"Jl. Tanah Tinggi XII, Johar Baru",02121470344,Dki Jakarta,-6.1817391,106.8483277
3171801,RS Umum Daerah Kebayoran Baru,"Jl. Abdul Majid No 28, Kelurahan Cipete Utara, Kecamatan Kebayoran Baru, Kota Administrasi Jakarta S",02122774469,Dki Jakarta,-6.265490938830784,106.7986488733635
3171803,RS Umum Daerah Kebayoran Lama,Jl. Jatayu RW. 001 RT. 012 Kelurahan Kebayoran Lama Selatan Kecamatan Kebayoran Lama,02127939067,Dki Jakarta,-6.2060819,106.7989944
3175016,RS Umum Daerah Koja,"Jl. Deli No.4 Tanjung Priok,Jakut",02143938478,Dki Jakarta,-6.1088,106.9
3172761,RS Umum Daerah Kramat Jati,Jln. Raya Inpres No. 48 ,02187791352,Dki Jakarta,-6.2868758,106.8600543
3174523,RS Umum Daerah Matraman,Jl. Kebon kelapa raya no. 29 kel. Utan kayu selatan kec. Matraman,0218581957,Dki Jakarta,-6.2064912,106.8639129
3172126,RS Umum Daerah Pasar Rebo,Jl. TB Simatupang No.30,085880466933,Dki Jakarta,-6.303669241427477,106.86232222747805
3173698,RS Umum Daerah Sawah Besar,Jl. Dwi Warna Raya No. 6-8,02162320819,Dki Jakarta,-6.148946177629823,106.82986779261665
3173705,RS Umum Daerah Tanah Abang,"Jalan K.H. Mas Mansyur No. 30 Kelurahan Kebon Kacang Kecamatan Tanah Abang, Jakarta Pusat",081585212731,Dki Jakarta,-6.190905,106.814798
3173521,RS Umum Daerah Tarakan,Jl. Kyai Caringin Jakarta Pusat,0213519685,Dki Jakarta,-6.1728,106.806
3175412,RS Umum Daerah Tugu Koja,Jl. Walang Permai No 39,081315992828,Dki Jakarta,-6.1273937,106.9070617
3173506,RS Umum dr. Abdul Radjak,Jl. Salemba Tengah 24-28 Jakpus,,Dki Jakarta,-6.11377,106.51073
3171072,RS Umum Dr. Suyoto Pusrehab Kemhan,Jl. RC. Veteran No. 178 Bintaro,0217342012,Dki Jakarta,-6.269794347350683,106.77735476699218
3175411,RS Umum Duta Indah,Jl. Teluk Gong Raya No. 12 Kel. Pejagalan Kec. Penjaringan,02166676188,Dki Jakarta,-2.4185588,108.4919086
3175408,RS Umum Firdaus,Komp. Bea Cukai Jl. Siak J5/14,,Dki Jakarta,-6.156171387215788,106.92317574229583
3172094,RS Umum FK UKI,"Jl. May.Jen Soetoyo Cawang,Jakarta Timur",021 8092317,Dki Jakarta,-6.2508136827847,106.87215087426
3175407,RS Umum Gading Pluit,"Jl. Boulevard Timur Raya Pegangsaan Dua,Kelapa Gading ",081316676285,Dki Jakarta,-6.1660999981674625,106.91595393848422
3174052,RS Umum Grha Kedoya,Jln. Panjang Arteri No. 26,,Dki Jakarta,-6.1684066,106.7627436
3172724,RS Umum Haji Jakarta,Jl. Raya Pondok Gede,081381143678,Dki Jakarta,-6.2900,106.889
3172520,RS Umum Harum,"Jl. Tarum Barat, Kalimalang",0218617212,Dki Jakarta,-6.2476,106.909
3172243,RS Umum Hermina Jatinegara,"Jl. Jatinegara Barat 126,Jaktim",0218191223,Dki Jakarta,-6.2202,106.865
3173073,RS Umum Islam Jakarta Cempaka Putih,Jl. Cempaka Putih Tengah I Jakarta Pusat,0214244208,Dki Jakarta,-6.1703,106.871
3175326,RS Umum Islam Jakarta Utara,Jl. Tipar Cakung No.5 Jakut,0214400779,Dki Jakarta,-6.1397,106.921
3171045,RS Umum Jakarta,"Jl. Jend.Sudirman Kav.49,Jaksel",,Dki Jakarta,-6.2272,106.802
3171735,RS Umum Jakarta Medical Center (JMC),"Jl. Buncit Raya No.15, Kalibata, Pancoran",,Dki Jakarta,-6.2713,106.83
3173580,RS Umum Kramat 128,"Jl. Kramat Raya No.128,Jakpus",08119193835,Dki Jakarta,-6.1853,106.844
3171665,RS Umum Medistra,"Jl. Gatot Subroto Kav  59,",0215210200257,Dki Jakarta,-6.2400,106.834
3174519,RS Umum Mitra Keluarga Kalideres,JL PETA SELATAN NO 1 RT/RW 007/011 KEL KALIDERES KEC KALIDERES JAKARTA BARAT,02122523700,Dki Jakarta,-6.1495719,106.6998113
3175385,RS Umum Mitra Keluarga Kelapa Gading,Jl. Bukit Gading Raya Kav.2,02145852700,Dki Jakarta,-6.1519,106.897
3173656,RS Umum Mitra Kemayoran,Jl. Landas Pacu Timur Kemayoran,0216545555,Dki Jakarta,-6.1520,106.859
3171515,RS Umum MMC,"Jl. H R. Rasuna Said No.21,Jaksel",,Dki Jakarta,-6.219965318039626,106.83210460615157
3171768,RS Umum Murni Teguh Sudirman Jakarta,Jl. Jend.Sudirman No.86,,Dki Jakarta,-6.2272,106.802
3172495,RS Umum Omni Medical Center,Jl. Pulomas Barat VI No. 20. ,02129779999,Dki Jakarta,-6.1799,106.884
3173025,RS Umum PAD Gatot Soebroto,Jl. Dr. Abdul  Rahman Saleh No. 24  Jakarta Pusat,0213441008,Dki Jakarta,-6.1761,106.839
3175352,RS Umum Pantai Indah Kapuk,"Jl. Pantai Indah Utara 3 Pantai Indah Kapuk, Kapuk Muara, Penjaringan ",0215885100,Dki Jakarta,-6.111940004442625,106.75277201223366
3175410,RS Umum Pekerja,Jl. Raya Cakung Cilincing,02129484848         ,Dki Jakarta,-6.145370974461955,106.92331253495558
3174026,RS Umum Pelni Petamburan,Jl. K. S. Tubun 92-94 Jakbar,081226527220,Dki Jakarta,-6.192946,106.803753
3172035,RS Umum Pengayom Cipinang,"Jl. Raya Bekasi Timur 170 B, Jaktim",02121015599,Dki Jakarta,-6.2148542,106.8815593
3173474,RS Umum Pertamina Jaya,Jl. A. Yani No. 2 By Pass Jakarta Pusat,081285864999,Dki Jakarta,-6.1732,106.876
3171796,RS Umum Petukangan,"Jl. Ciledug Raya No. 8A, Petukangan Selatan, Pesanggrahan",081283486414,Dki Jakarta,-6.2368432,106.7495334
3175341,RS Umum Pluit,Jl. Raya Pluit Selatan 2 Jakut,087874981227,Dki Jakarta,-6.125713351563905,106.79966296958924
3171504,RS Umum Pondok Indah,"Jl. Metro Duta Kav. UE Pondok  Indah,Jaksel",,Dki Jakarta,-6.2804,106.78
3172206,RS Umum Premier Jatinegara,"Jl. Jatinegara Timur No.85-87,Jaktim",0212800888,Dki Jakarta,-6.2214,106.868
3171574,RS Umum Prikasih,"Jl. RS Fatmawati Raya No. 74, Pondok Labu, Cilandak",0217504669,Dki Jakarta,-6.3133,106.795
3173441,RS Umum Primaya Evasari Hospital,"Jl. Rawamangun No. 47, Rawasari, Cempaka Putih, Jakarta Pusat",,Dki Jakarta,-6.040767248564278,106.84901367187497
3174508,RS Umum Puri Indah ,"Jl. Puri Indah Raya,Blok S-2,Kel.Kembangan Selatan,Jakbar ",,Dki Jakarta,-6.186215988248928,106.7353995475769
3171023,RS Umum Pusat Pertamina,"Jl. Kyai Maja No.43 Kebayoran Baru,Jakarta Selatan",,Dki Jakarta,-6.24012981,106.79331332
3174351,RS Umum Siloam Hospitals Kebon Jeruk,Jl. Perjuangan Raya Kav.8 Jakarta Barat,081585340200,Dki Jakarta,-6.1908205,106.7613427
3171805,RS Umum Siloam Mampang,Jl. Mampang Prapatan Raya No. 12,081119592397,Dki Jakarta,-6.253221599439937,106.82682833470155
3173051,RS Umum Sint Carolus,Jl. Salemba Raya No.41 Jakarta Pusat,,Dki Jakarta,-6.1847,106.845
3175181,RS Umum Sukmul,Jl. Tawes No.18-20 Jakarta Utara,081311226036,Dki Jakarta,-6.1123,106.882
3174015,RS Umum Sumber Waras,Jl. Kiyai Tapa No.1 Grogol Jakbar,,Dki Jakarta,-6.167188,106.7962157
3171784,RS Umum Yadika,Jl. Ciputat Raya No. 5  ,,Dki Jakarta,-6.2861459,106.7842566
3171702,RS Umum Zahirah,"Jl. Sirsak No.21 RT/RW 009/001,Jagakarsa,Jaksel",0217872210,Dki Jakarta,-6.3357,106.824
3174260,RS Anak dan Bunda Harapan Kita,Jl. Let.Jend. S Parman Kav. 87 Slipi Jakbar,,Dki Jakarta,-6.1840,106.796
3171413,RS Ibu dan Anak Asih,Jl. Panglima Polim I/34 Melawai Kebayoran Baru,,Dki Jakarta,-6.247752646488459,106.80094791534265
3171286,RS Ibu dan Anak Budhi Jaya,"Jl. Dr. Sahardjo 120, Jaksel",,Dki Jakarta,-6.2190,106.845
3174282,RS Jantung dan Pembuluh Darah Harapan Kita,"Jl. S. Parman Kav 87, Slipi",0215682424,Dki Jakarta,-6.1719,106.79
3174041,RS Jiwa Dr. Soeharto Heerjan,Jl. Prof.Dr.Latumeten No. 1 Jakarta Barat,0215630605,Dki Jakarta,-6.1628782,106.7885769
3171435,RS Ketergantungan Obat,"Jl. Lapangan Tembak No 75 
Kelurahan Cibubur 
Kecamatan  Ciracas 
Jakarta Timur 13720",02187711969,Dki Jakarta,-6.3469,106.872
3171802,RS Khusus Bedah Halimun,Jl. Halimun Raya No. 9 Guntur - Setiabudi Jakarta Selatan,0218311361,Dki Jakarta,-6.206160,106.834014
3173062,RS PGI Cikini,Jl. Raden Saleh No. 40 Jakpus,02138997777,Dki Jakarta,-6.19156,106.84202
3175416,RS Umum Daerah  Tanjung Priok,Jl. Bugis No. 03 Kel. Kebon Bawang Kec. Tanjung Priok,02143908923,Dki Jakarta,-6.126224253436628,106.89156239013672
3172024,RS Umum Daerah Budhi Asih,"Jl. Dewi Sartika, Cawang III/ 200,Jakarta Timur",02186902028,Dki Jakarta,-6.255548,106.863126
3172771,RS Umum Daerah Cipayung,Jl. Mini III RT 04 RW 03 Bambu Apus Cipayung,02185506222,Dki Jakarta,-6.307267699999981,106.90542930583501
3174518,RS Umum Daerah Kecamatan Kalideres,"Jalan Satu Maret No. 48Kelurahan Pegadungan, Kecamatan Kalideres, Jakarta Barat",08118462766,Dki Jakarta,-6.1330635,106.7107023
3171790,RS Umum Daerah Kecamatan Tebet," Jl. Prof. Soepomo, SH No. 54 Kelurahan Tebet Barat Kecamatan Tebet 12810",0218314955,Dki Jakarta,-6.2335785,106.8495233
3173699,RS Umum Daerah Kemayoran,Jl. Serdang Baru I  Kel. Serdang Kec. Kemayoran,0214251005,Dki Jakarta,-6.1567572,106.8616054
3171793,RS Umum Daerah Mampang Prapatan,Jl. Kapten P. Tendean No. 9A Jakarta Selatan,0217971115,Dki Jakarta,-6.2407031,106.8248977
3171795,RS Umum Daerah Pasar Minggu,"JL. TB. SIMATUPANG NO. 1 KELURAHAN RAGUNAN, KECAMATAN PASAR MINGGU - JAKARTA SELATAN",087826861686,Dki Jakarta,-6.2937039737198965,106.82018428054198
3171791,RS Umum Daerah Pesanggrahan,Jalan Cenek I no. 1 Pesanggrahan,0217356087,Dki Jakarta,-6.2581612,106.7545611
3175304,RS Umum Hermina Podomoro,Jl. Danau Agung 2 Sunter Jakarta Utara,081280455737,Dki Jakarta,-6.1456,106.861
3173040,RS Umum Husada,Jl. Raya Mangga Besar No.137/139 Jakpus,085264891971,Dki Jakarta,-6.1487,106.835
3171786,RS Umum Mayapada,Jalan Lebak Bulus I. Kav. 29,,Dki Jakarta,-6.2048,106.642
3175075,RS Umum Mulyasari,"Jl. Raya Plumpung Semper No.19 RT.006/RW.015, Jakarta Utara ",02143931111,Dki Jakarta,-6.128817,106.906494
3172590,RS Umum Yadika,Jl. Pahlawan Revolusi No.47 Pondok Bambu Jaktim,0218615754,Dki Jakarta,-6.237015554717219,106.89910396906431
3172749,RSK Pusat Otak Nasional,"Jl MT Haryono Kav 11, Kelurahan Cawang, Kecamatan Kramat Jati, Jakarta Timur",02122040055,Dki Jakarta,-6.246382092630678,106.87036223162994
3171012,RSUP Fatmawati,"Jl. RS Fatmawati Cilandak,Jaksel",,Dki Jakarta,-6.2811796677848815,106.79580688095098
3172013,RSUP Persahabatan,"Jl. Persahabatan Raya No. 1,Jaktim",089638516606,Dki Jakarta,-6.2040,106.885
3173014,RSUPN Dr. Cipto Mangunkusumo,Jl. Diponegoro 71 Jakarta Pusat,0213924268,Dki Jakarta,-6.1971866380037115,106.84687754631045
3201254,Bogor Senior Hospital,Jl. Raya Tajur No. 168 Muarasari Bogor,02517556777,Jawa Barat,-6.641765,106.833357
3216386,RS Amanda Cikarang Selatan,Jl. Raya Serang No. 83 Desa Sukadami Cikarang Selatan Kab. Bekasi,0218971643,Jawa Barat,-6.3568343,107.1189198
3204136S,RS Darurat Covid-19 SECAPAAD Hegarmanah,Jl Hegarmanah No. 152 Secapaad,,Jawa Barat,-6.8710194549705506,107.59874909129485
3216450,RS Eka Bekasi,Kota Harapan Indah Blok i2-9 No. 9,02150935577,Jawa Barat,-6.159382134260893,106.97403578963622
3201258,RS Eka Hospital,"Perum Kota Wisata Kav. V2, Desa Nagrak, Kec. Gunung Putri Kab. Bogor",02150855577,Jawa Barat,-2.4185588,108.4919086
3216443,RS Grha MM2100,"Jl. Kalimantan Blok CB No.1 Kawasan Industri MM2100, Gandasari, Cikarang Barat",02150570999,Jawa Barat,-6.284809976967291,107.03072695937499
3275061,RS Helsa,Jl. Raya Hankam No. 17 Pondok Melati Kota Bekasi ,081247522294,Jawa Barat,-6.2962,106.921
3201239,RS Ibu dan Anak Assalam,"Jl. Raya Bogor KM 46,7 Cibinong Bogor",0218753724,Jawa Barat,-6.498134,106.847349
3276147,RS Ibu dan Anak Asyifa Depok,"Jl.Raya Depok - Cinere No 09, Rkp. Jaya Baru, Depok",02177883905,Jawa Barat,-2.4185588,108.4919086
3201246,RS Ibu dan Anak Bunda Suryatni,"Jl. KH. Sholeh Iskandar No,21 Tanah Sareal Kota Bogor",02517535976,Jawa Barat,-6.552456,106.775590
3201130,RS Ibu dan Anak Citra Insani,Jl. Raya Parung Bogor No.242 Bogor,08111111900,Jawa Barat,-6.4848,106.735
3215112,RS Ibu dan Anak Dr. Djoko Pramono,"Jl. Panatayuda I No.35, Karawang",082310253369,Jawa Barat,-6.3068,107.306
3204129,RS Ibu dan Anak Grha Bunda,Jl. Terusan Jakarta No. 15-17 Kec. Kiaracondong kota Bandung,02287256789,Jawa Barat,-2.4185588,108.4919086
3209053,RS Ibu dan Anak Khalishah,Jl. Dr. Setia Budi No.8 Desa Pegagan Palimanan,081223339932,Jawa Barat,-6.7073081,108.4327042
3201257,RS Ibu dan Anak Nuraida,Jl. Achmad Sobana No. 105 Kelurahan Tegal Gundil Kecamatan Bogor Selatan Kota Bogor,02518368866 ,Jawa Barat,-6.581118683976532,106.81494324412688
3271162,RS Ibu dan Anak Pasutri,Jl. Merak No.3 Tanah Sareal Kota Bogor,081295608305,Jawa Barat,-6.570671,106.798872
3215163,RS Ibu dan Anak Sentul,Jl. A. Yani No 16 Sentul Cikampek Karawang,02648389060,Jawa Barat,-6.4029735316451175,107.44917302337035
3276150,RS Jantung Diagram,Jl. Cinere Raya No.19,02150900100,Jawa Barat,-6.321391428134611,106.78359492626532
3274136,RS Jantung Hasna Medika,"Jl. Raden Gilap No 8 Palimanan, Kabupaten Cirebon",0231343405,Jawa Barat,-2.4185588,108.4919086
3208061,RS Jantung Hasna Medika Kuningan,Jl. Raya Cigugur Lingkungan Manis RT. 030 RW. 011 Kecamatan Cigugur,02328611111,Jawa Barat,-6.974557,108.4678399
3275017,RS Karunia Kasih," Jl. Raya Jatiwaringin No.133, Pd Gede Bekasi",081290675806,Jawa Barat,-6.2758,106.913
3273431,RS Khusus Bedah Halmahera Siaga,Jl. LL RE Martadinata No. 28 Kota Bandung,0224206061,Jawa Barat,-6.9072,107.616
3273191,RS Khusus Mata Cicendo,Jl. Cicendo No.4 Bandung,0224231280,Jawa Barat,-6.9099,107.604
3215146,RS Khusus Paru Kabupaten Karawang,Jl. Raya Jatisari Desa Jatisari Kec. Jatisari,081398146824,Jawa Barat,-6.369842613683774,107.52363236966032
3216448,RS Mitra Keluarga Pratama,Jl. Raya Jatimekar Kel. Jatimekar Kec. Jatiasih Kota Bekasi,02185511000,Jawa Barat,-6.288260391301524,106.95397693417965
3216445,RS OMNI Pekayon,Jl. Pulo Ribung RT. 001 RW. 021 Kelurahan Pekayon Jaya Kecamatan Bekasi Selatan Kota Bekasi,02129779999,Jawa Barat,-2.4185588,108.4919086
3209036,RS Paru Provinsi Jawa Barat,"  Jl. Pangeran Kejaksan PO.BOX 4 Desa Sidawangi, Kecamatan Sumber Kab. Cirebon",08112400747,Jawa Barat,-6.7501,108.525
3201259,RS Pena 98,Jl. Pemuda No. 36 RT 001 RW 007 Desa Pengasinan Kecamatan Gunung Sindur ,02175874401,Jawa Barat,-2.4185588,108.4919086
3209025,RS Pertamina Cirebon,Jl. Patra Raya Klayan No 1 Cirebon,08112433338,Jawa Barat,-6.6857,108.549
3275392,RS Primaya,"Jl. KH. Noer Alie Kav. 17-18 (Kalimalang), Bekasi 17144",0218868888,Jawa Barat,-2.4185588,108.4919086
3275063,RS Primaya,Jl. HM. Joyomartono RT 003 RW 021 Kelurahan Margahayu Kecamatan Bekasi Timur Kota Bekasi.,081285008503,Jawa Barat,-2.4185588,108.4919086
3215170,RS Primaya Karawang,"Jl. Arteri Galuh Mas Kav. Komersial Galuh Mas Blok 10, Desa Puseurjaya Kec. Telukjambe Timur",02678417777,Jawa Barat,-6.330304591662818,107.29720085890499
3201231,RS Sentosa,Jl. Raya Kemang No. 18 Desa Pondok Udik Kec. Kemang Kab. Bogor,02517541900,Jawa Barat,-6.494897543666451,106.7512622376953
3212060,RS Sentra Medika Langut,Jl. Raya Langut No. 100 ,087727607051,Jawa Barat,-6.40688110707222,108.24965148177489
3275307,RS Siloam Bekasi Sepanjang Jaya,Jl. Pramuka No. 12 Rt. 004 Rw. 002 Kel. Sepanjang Jaya Kec. Rawalumbu Bekasi ,,Jawa Barat,-6.270079399999999,106.99885479999999
3275062,RS Siloam Bekasi Timur,"Jl. Charil Anwar Blu Plaza No 27, RT. 004 RW. 09 Kelurahan Margahayu Kecamatan Bekasi Timur",02180611900,Jawa Barat,-6.25627137904691,107.00755267348632
3275035,RS Siloam Sentosa," Jl. Pahlawan No. 60, Duren Jaya Bekasi",02180611800,Jawa Barat,-6.2425355008728,107.02629364136
3216414,RS Umum Amanda,Jl. Raya Industri No. 36 Cikarang Utara,02189103333,Jawa Barat,-2.4185588,108.4919086
3216218,RS Umum Ananda,"Jl. Sultan Agung No. 173, Kec. Medan Satria - Kota Bekasi.",0218854338,Jawa Barat,-6.249607638994241,106.97768664550779
3275229,RS Umum Anna,"Jl. Raya Pekayon Jaya No.36, Kel.Jaka Setia, Bekasi ",02182432211,Jawa Barat,-6.2749,106.977
3216402,RS Umum Anna Medika,"Jl. Raya Perjuangan no. 45 Harapan Baru, Bekasi Utara",02188882211,Jawa Barat,-6.2496768,107.10958079999999
3208064,RS Umum Aria Kamuning,Jl. Raya Cihideunggirang Dusun Manis RT 001/RW 002 Desa Cihideunggirang Kec. Cidahu,02328911881,Jawa Barat,-6.9781864,108.6061
3272051,RS Umum Assyifa Sukabumi,Jl. Jend Sudirman No. 3 Kota Sukabumi,0266222663,Jawa Barat,-6.9189,106.917
3201249,RS Umum Asysyifaa,Jl. Raya Leuwiliang Cibeber 1 Kab Bogor 16640,0251641142,Jawa Barat,-6.5708016,106.6253816
3277019,RS Umum Avisena,Jl. Melong 170 Kelurahan. Melong Kecamatan. Cimahi Selatan,0226000830,Jawa Barat,-6.921913,107.555898
3271072,RS Umum Azra,"Jl. Raya Pajajaran No.219, Bogor Utara Kota Bogor",02518318456,Jawa Barat,-6.5790,106.807
3202073,RS Umum Betha Medika ," Jl. Raya Cisaat No.595, Sukabumi",0266224128,Jawa Barat,-6.902569,106.882600
3275130,RS Umum Bhakti Kartini,Jl. R.A. Kartini No. 11 Bekasi,02188348492,Jawa Barat,-6.2478,107.002
3202084,RS Umum Bhakti Medicare,"Jl. Raya Siliwangi No.186B, Cicurug - Sukabumi",081280029684,Jawa Barat,-6.7780,106.786
3201035,RS Umum Bhakti Yudha,Jl. Raya Sawangan No. 2A Depok,087889239146,Jawa Barat,-6.3973,106.806
3276039,RS Umum Bhayangkara Brimob,"JL Komjen Pol. M Yasin, Kelapadua, Cimanggis",08111284691,Jawa Barat,-2.4185588,108.4919086
3212042,RS Umum Bhayangkara Indramayu, Jl. Raya Pantura Km.73-75 Losarang - Indramayu,083148705782,Jawa Barat,-6.3823,108.152
3271166,RS Umum Bhayangkara Tk IV Bogor,Jl. Kapten Muslihat No. 18 Paledang Bogor Tengah Kota Bogor, 02518348987,Jawa Barat,-6.596471496197725,106.79123251643523
3201115,RS Umum Bina Husada,Jl. Mayor Oking Jaya Atmaja KM1 No.101 Cibinong - Bogor,02187911000,Jawa Barat,-6.4731,106.863
3216425,RS Umum Bunda Mulia,Jl. Imam Bonjol No. 80,081232618989,Jawa Barat,-6.270714,107.114866
3276152,RS Umum Citra Medika Depok,"Jl. Raya Kalimulya No. 68,
RT 6 RW 7, Kel. Kalimulya
Kec. Cilodong",02129671000,Jawa Barat,-6.427290410625618,106.82311727916795
3208013,RS Umum Daerah 45 Kuningan,Jl. Jendral Sudirman No. 68 Kuningan,0232871885,Jawa Barat,-6.9826,108.487
3204086,RS Umum Daerah Al Ihsan Provinsi Jawa Barat,  Jl. Ki Astramanggala Bale Endah Kab. Bandung,02287799430,Jawa Barat,-7.0081,107.624
3209040,RS Umum Daerah Arjawinangun,Jl. Palimanan - Jakarta KM. 2 No. 1  Arjawinangun,0231358335,Jawa Barat,-6.6528,108.412
3279004,RS Umum Daerah Asih Husada Lengensari,Jl. Pahlawan No. 25 Lingk. Babakan Kel. Muktisari Kec. Langnsari,,Jawa Barat,-7.366824017253948,108.63961114492758
3216440,RS Umum Daerah Cabangbungin,Desa Jayalaksana Kecamatan Cabang Bungin Kabupaten Bekasi,083877260653,Jawa Barat,-6.09171,107.1868
3277020,RS Umum Daerah Cibabat, Jl. Jend. H. Amir Machmud No. 140 Kel. Cibabat Kec. Cimahi Utara,081310284718,Jawa Barat,-6.879240830718,107.55077461454
3217007,RS Umum Daerah Cikalong Wetan,Jl. Padalarang - Purwakarta KM 11 Cikalong Wetan,022868666243,Jawa Barat,-6.73856753066833,107.4382510682617
3205010,RS Umum Daerah dr. Slamet Garut,Jl. Rumah Sakit No.12 Garut,082316645780,Jawa Barat,-7.2197,107.897
3274016,RS Umum Daerah Gunung Jati,Jl. Kesambi No.56 Cirebon - 45134,08112405191,Jawa Barat,-6.7311,108.556
3202051,RS Umum Daerah Jampang Kulon,"Jl. Cibarusah No.1 Jampang Kulon, Kab.Sukabumi",026649009,Jawa Barat,-6.9196,106.927
3207012,RS Umum Daerah Kab. Ciamis,   Jl. Rumah Sakit No.76 Ciamis,0265771018,Jawa Barat,-7.3298,108.359
3212016,RS Umum Daerah Kab. Indramayu,Jl. Murah Nara No. 7 Sindang Indramayu,087828833358,Jawa Barat,-6.329491,108.321558
3212031,RS Umum Daerah M. A. Sentot Patrol,Jl. Raya Patrol Km. 46 Patrol Kab. Indramayu,0234610333,Jawa Barat,-6.314217198744844,107.99868125372008
3212056,RS Umum Daerah Mursid Ibnu Syafiuddin,Jl. Raya Krangkeng Km. 28 Kecamatan Krangkeng,081294060900,Jawa Barat,-6.495776795578839,108.47450561952849
3203039,RS Umum Daerah Pagelaran,JL.Raya Pagelaran No 18 Desa Pagelaran Kec. Pagelaran Kab. Cianjur 43266,02632361093,Jawa Barat,-7.290840637946999,107.13750033583983
3205022,RS Umum Daerah Pameungpeuk Prov. Jabar,Jl. Raya Miramareu No 99 Desa Sirnabakti Kec. Pameungpeuk ,0262521133,Jawa Barat,-7.6519152,107.7445607
3203015,RS Umum Daerah Sayang,Jl. Rumah Sakit No.1 Cianjur, 08112079673,Jawa Barat,-6.8121,107.141
3206023,RS Umum Daerah Singaparna Medika Citrautama,"Jl. Rancamaya Singaparna, Tasikmalaya",0265543456,Jawa Barat,-7.358709735277767,108.10610200223073
3204090,RS Umum Daerah Soreang, Jl. Alun-Alun Utara No. 1 Soreang,0225891355,Jawa Barat,-7.0260,107.517
3213010,RS Umum Daerah Subang, Jl. Brigjen Katamso No. 37 Ciereng,081312004127,Jawa Barat,-6.8144,107.949
3211015,RS Umum Daerah Sumedang,Jl. Prabu Geusan Ulun No 41 Jl. Palasari No. 80 Kabupaten Sumedang,0261201021,Jawa Barat,-6.8580,107.921
3215045,RS Umum Dewi Sri, Jl. Arif Rahman Hakim No. 1 A Karawang,085781350693,Jawa Barat,-6.3042,107.298
3203038,RS Umum Dr. Hafiz ,Jln. Pramuka No. 15 RT 003 RW 002 Desa Sukamulya Kecamtan Karangtengah Kabupaten Cianjur,02632910000,Jawa Barat,-6.798113094221925,107.1752980252777
3271035,RS Umum Dr. Muhamad Hassan Toto,"Jl. Sardjio No. 1, Semplak Kec. Kemang",02517535976,Jawa Barat,-6.5444,106.762
3201150,RS Umum Family Medical Center,"Jl. Raya Bogor Km.51 Ciluar, Bogor",02518665000,Jawa Barat,-6.5404,106.826
3215158,RS Umum Fikri Medika,Jl. Raya Kosambi - Telagasari KM 03 Klari Karawang,02678615555,Jawa Barat,-2.4185588,108.4919086
3275207,RS Umum Graha Juanda,"Jl. IR. H. Juanda No. 326, Bekasi Timur",081519794384,Jawa Barat,-6.252094667487646,107.02981224536893
3276041,RS Umum Grha Permata Ibu,Jl. KH. M. Usman No 168 Kukusan Depok,08118988995,Jawa Barat,6.3705859,106.8147382
3201013,RS Umum Harapan Depok,Jl. Pemuda No.10 Depok,08121132567,Jawa Barat,-6.402684007124645,106.82002413988107
3216385,RS Umum Harapan Keluarga Jababeka,Jl. Kasuari Raya Kav. IA & 1B Cikarang Baru,087784755791,Jawa Barat,-6.299349,107.159693
3276146,RS Umum Hasanah Graha Afiah,Jl. Raden Saleh No.42 (Studio Alam TVRI) Depok,08119127676,Jawa Barat,-6.408249319519496,106.84065002250668
3215162,RS Umum Helsa,Jln. Ir. H. Juanda No 123 Cikampek Karawang,02648386222,Jawa Barat,-6.383083349640959,107.43722109999999
3273145,RS Umum Hermina Arcamanik,Jl. A.H. Nasution No. 50 Antapani Kota Bandung,02287242525,Jawa Barat,-6.9050122,107.6666927
3275115,RS Umum Hermina Bekasi,Jl. Kemakmuran No.39 Margajaya Bekasi,0218842121,Jawa Barat,-6.2414,106.995
